facies_type,element_ID,element_general_type,system_ID,sys_name,period,era,climate,sys_gs_category,stacked_thickness
M,76,terminal deposit,1,Golo Turbidite System,Quaternary,Cenozoic,icehouse,sandy system,0.42
M,76,terminal deposit,1,Golo Turbidite System,Quaternary,Cenozoic,icehouse,sandy system,4.93
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,3.08
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,8
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,6.92
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,2.96
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.44
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,9.83
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.5
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,2.72
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.32
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,12.16
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.28
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.6
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.88
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.52
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,10.44
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.76
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.4
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,6.52
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.2
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.56
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.2
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,3.28
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.2
M,300,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,60.42
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.21
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,4.74
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.4
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.82
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.15
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.15
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.24
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,4.65
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.17
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.2
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.27
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.17
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.97
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.43
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.23
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.13
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,3.1
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.83
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.27
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.1
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.27
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.33
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.3
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.87
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.7
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,3.1
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.63
M,302,channel,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.97
M,302,channel,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.18
M,302,channel,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.27
M,302,channel,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.18
M,302,channel,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.14
M,1392,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.17
M,1392,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,1392,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,1391,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,1391,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,1390,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,1390,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.76
M,1390,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.19
M,1390,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,1390,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,1390,channel,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,1397,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,1397,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.57
M,1397,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,1397,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,1398,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,1398,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,1398,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,1399,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.25
M,1399,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.13
M,1399,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,1399,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,1400,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,1400,terminal deposit,2,Ross Sandstone Turbidite System,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,429,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.8
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.24
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.3
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.19
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.15
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.093
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.22
M,460,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.35
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.1
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.22
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.54
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.28
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.18
M,430,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.2
M,430,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.18
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.22
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.25
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.04
M,433,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.53
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.09
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.15
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.1
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.1
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.04
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.1
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.15
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.13
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.1
M,430,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.28
M,430,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.15
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.09
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.13
M,432,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.38
M,433,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.57
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.12
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.15
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.3
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.26
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.04
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.11
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.28
M,424,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.41
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.13
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.06
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.07
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.54
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.06
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.03
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.11
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.07
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.11
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.11
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.07
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.07
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.2
M,428,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.11
M,433,channel,4,Brushy Canyon,Permian,Paleozoic,icehouse,sandy system,0.52
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.19
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.06
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.91
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.94
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.378
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.66
M,299,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.16
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.09
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,5.5
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.33
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.17
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.27
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.23
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.47
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,2.3
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.77
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,2.77
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.87
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.7
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.27
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.53
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.13
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.57
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.17
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,4.9
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,2.93
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.93
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.7
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,1.93
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,7.87
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.38
M,301,terminal deposit,6,Tres Pasos Deep-Water Slope System,Cretaceous,Mesozoic,greenhouse,sandy system,0.47
